symbol	TCGA-91-6840	TCGA-78-8655	TCGA-NJ-A7XG	TCGA-38-4625	TCGA-38-4627	TCGA-85-A4QQ	TCGA-56-8628	TCGA-63-A5M9	TCGA-77-8128	TCGA-34-5231
	2	8	7	34	3	9	4	0	12	0
RP11-108M12.3	1	0	17	4	1	13	44	44	24	4
CTD-3051D23.4	10	5	22	5	0	15	7	6	4	8
RP11-30G8.2	0	0	0	0	0	0	0	0	0	0
	0	1	2	1	0	0	0	0	0	0
	4	2	0	0	2	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	0
	8	0	1	4	1	11	0	3	1	1
	0	0	0	0	0	0	0	0	0	1
RP11-81F13.2	0	0	0	0	2	1	0	0	0	0
LINC01629	0	0	2	1	6	1	11	6	2	3
RP3-414A15.10	19	2	2	12	4	0	4	1	2	8
AL161668.5	0	0	1	1	4	1	6	0	3	0
DYNLL1P2	0	0	0	13	2	1	1	1	0	6
DNAJC19P9	2	0	2	115	4	7	1	17	1	43
LINC-ROR	0	0	0	1	0	0	0	0	4	9
	0	0	0	0	0	0	0	0	0	0
	1	0	0	2	1	0	3	2	9	220
RPL21P7	4	4	10	48	3	2	2	1	2	5
	1	1	2	1	2	0	1	2	0	3
RP11-369C8.1	2	0	0	0	1	0	2	1	0	0
	1	0	0	2	0	1	0	1	0	0
	0	0	0	0	0	0	0	0	0	0
	0	1	1	1	0	0	1	1	0	4
	0	0	0	0	0	0	0	0	0	0
CTD-2325P2.3	3	3	1	9	4	6	4	11	10	8
	0	0	0	3	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	3	0	8	11	5	6	6	3	4	10
	0	0	0	2	0	1	0	0	0	2
	2	0	2	6	2	0	4	9	0	1
	0	0	0	4	0	0	0	0	0	0
RP11-725G5.2	2	0	0	0	0	0	1	0	0	0
RP11-739G5.1	0	0	0	0	0	0	0	6	2	22
	0	0	0	1	0	0	3	0	0	0
RP11-857B24.1	23	2	0	0	0	0	6	0	3	66
RP4-773N10.4	213	180	600	188	235	489	635	269	286	529
CTD-2298J14.2	0	0	0	2	19	0	4	4	1	211
RP11-242P2.1	0	1	1	0	0	0	0	0	2	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RPL21P5	3	0	1	8	0	4	5	6	3	3
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	2	0	0	1	1
BCL2L2-PABPN1	11	3	21	32	4	35	25	8	10	13
SYNJ2BP-COX16	6	8	9	12	32	14	12	13	5	18
HSPE1P2	0	7	3	120	3	3	1	18	5	19
RP11-950C14.3	4	2	11	7	1	10	18	10	6	18
LINC00930	46	4	59	2	13	7	19	9	1	1
	5	0	0	0	0	1	3	0	0	0
	0	1	0	0	0	0	0	0	2	65
	0	0	0	1	0	0	0	0	0	0
RP11-545M17.1	1	0	0	3	0	0	0	1	0	3
	0	0	0	0	0	0	0	0	0	0
RP5-1021I20.4	7	2	0	2	0	4	3	3	1	6
RP11-509A17.3	0	0	0	0	0	7	9	5	0	9
ARHGAP5-AS1	388	96	324	326	173	718	314	362	270	280
	0	0	0	0	0	0	0	0	0	0
RP11-104E19.1	4	1	0	0	4	43	2	214	15	0
RP11-517O13.3	3	1	10	0	1	2	2	2	3	8
TRIM34	21	57	62	300	55	6	22	32	1	51
RP4-693M11.3	0	0	0	0	0	0	0	0	0	0
RP11-964E11.2	37	20	37	74	43	10	151	2	32	139
	0	0	0	0	0	0	0	0	0	0
RP11-123M6.2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
RP11-638I2.8	0	0	0	0	0	0	0	0	0	0
HIF1A-AS2	5	3	6	6	8	9	26	5	17	15
	0	0	0	0	0	0	0	0	0	1
RP11-1042B17.3	1	3	1	0	6	1	3	1	2	4
	0	0	0	0	0	0	0	0	0	2
	1	0	0	0	0	0	4	0	0	0
LINC01397	6	0	4	4	1	0	4	2	3	5
CTC-260F20.3	59	19	60	69	24	49	35	127	48	112
RP11-299L17.3	7	1	1	0	18	0	1	6	6	10
	20	1	34	2	1	6	16	5	0	2
RP11-463D19.2	0	0	0	0	0	0	0	0	0	0
RP11-1078H9.1	0	0	0	0	0	2	1	0	0	0
	4	0	0	5	13	0	3	3	1	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	48	30	91	37	13	81	73	45	24	74
RP11-11K13.1	0	0	0	0	0	0	0	0	13	259
BMS1P16	0	1	4	6	0	1	0	9	5	2
	0	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	0	0	0	0
LINC01269	5	7	2	8	78	2	5	2	2	6
RP11-81F13.1	0	0	0	0	1	0	0	0	2	1
RP11-404P21.8	1	1	2	31	18	6	0	0	0	5
SALL4P7	0	2	0	0	3	0	2	0	0	2
	2	0	2	0	0	0	0	1	0	1
RP11-1033H12.1	0	0	0	1	1	2	0	0	0	0
RP3-414A15.2	1	0	0	0	0	0	10	4	10	7
CTD-2058B24.3	0	0	0	0	0	1	2	0	0	0
RP11-589M4.3	0	0	1	0	1	0	1	0	0	1
RP11-356K23.2	1	0	2	2	0	4	2	2	2	1
LINC00871	9	0	0	0	282	0	40	380	27	11
LINC00638	309	82	36	370	178	48	110	330	168	102
RP11-433J8.1	4	0	2	2	12	7	6	1	104	3
	0	0	0	0	0	0	2	0	5	1
SRP54-AS1	12	11	34	22	27	43	19	23	28	65
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
SLC25A21-AS1	126	132	131	71	70	122	142	155	20	172
	24	0	0	0	0	0	18	1	0	0
RP11-218E20.3	7	0	2	3	3	283	6	32	109	36
	0	0	0	0	0	0	0	0	0	0
C20orf141	0	0	1	6	0	0	0	1	3	0
RP11-661G16.2	0	0	0	0	0	0	0	0	0	0
RP11-566J3.2	0	0	0	4	9	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0
PRC1-AS1	18	5	5	8	2	13	11	37	9	53
	0	0	0	0	0	0	0	0	0	1
RP11-66N24.3	103	99	234	168	30	147	237	260	71	366
	0	0	0	0	0	0	0	0	0	0
RP11-404P21.6	0	0	0	0	0	0	0	0	0	0
ITPK1-AS1	4	0	2	2	1	0	0	1	2	1
RP11-547D23.1	4	0	1	4	1	0	0	1	2	3
	6	2	2	4	2	23	12	40	0	220
CTD-2341M24.1	12	28	4	25	48	175	75	296	2	21
	3	18	19	139	48	3	5	13	11	64
LINC00637	22	10	6	4	2	3	2	2	7	10
RP11-982M15.7	2	2	2	5	1	0	0	0	0	0
	0	0	0	0	0	0	0	0	1	0
RP11-73E17.2	96	91	100	100	289	120	236	59	162	309
	1	0	0	0	0	0	0	0	0	2
RP11-293M10.1	0	0	0	0	0	0	0	0	1	0
	14	26	12	129	14	10	19	21	10	83
RP11-862G15.1	0	0	0	0	0	0	0	0	0	1
RP11-406A9.2	2	0	0	1	0	1	0	10	65	272
RP11-80A15.1	34	7	8	15	22	10	11	8	7	17
RP11-218E20.5	0	0	2	9	1	23	2	4	4	7
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	2
CTD-2223O18.1	4	0	0	0	1	0	0	0	3	0
RP11-688G15.3	0	0	0	0	0	0	0	0	0	0
	0	0	0	2	0	0	0	1	0	0
RP11-2G1.1	0	0	0	65	0	0	1	0	0	2
RP11-356K23.1	8	2	12	7	46	38	21	26	8	42
	0	0	0	2	0	0	0	0	0	1
LINC01579	62	1	243	6	54	0	4	20	20	116
RP11-841O20.2	0	0	0	0	0	0	0	0	0	0
	1	0	1	2	0	0	0	0	0	3
	0	0	0	43	0	0	2	1	1	5
CTD-2509G16.5	5	4	5	11	3	0	4	5	0	1
RP11-24J19.1	0	0	0	0	0	0	0	0	1	0
	0	0	0	0	0	0	0	0	0	0
RP11-110A12.2	0	1	0	1	0	130	83	199	272	431
	0	0	0	0	0	0	0	0	0	0
RP11-692C24.2	0	0	0	0	0	0	0	0	0	0
DIO2-AS1	6	0	0	0	0	0	12	16	0	3
	0	0	0	0	0	0	0	0	0	0
CTD-2292M16.8	136	24	51	32	25	167	88	115	74	231
RAP1AP	1	10	1	12	0	1	4	9	5	10
CTD-2007A10.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	2
	0	0	0	0	0	0	0	2	0	0
NANOGP7	2	1	6	0	2	6	3	5	0	1
RP11-1085N6.5	0	0	0	0	1	0	1	0	4	4
HIF1A-AS1	3	7	4	3	9	0	6	6	7	2
	0	0	0	14	0	1	0	1	0	0
	0	0	0	0	3	0	1	0	0	0
	1	2	0	5	2	0	0	9	4	1
	2	0	0	0	0	1	0	0	0	0
	0	0	0	0	0	0	1	0	0	0
	0	0	1	3	0	0	1	0	0	1
	0	0	0	0	0	1	0	0	0	0
LINC01580	0	0	0	0	0	0	0	0	0	4
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	1	0	0	0	1	1
	1	16	4	29	11	8	4	3	0	12
RP11-507K2.3	21	14	23	35	37	51	17	42	64	69
RP11-561B11.2	7	4	12	5	0	42	25	11	6	13
LINC00520	3	1	10	10	8	168	18	10	15	282
RP11-944C7.1	1	0	2	4	0	1	1	0	2	0
RP11-404P21.3	0	2	0	4	3	1	5	2	0	11
DUX4L27	90	0	1	7	6	0	314	208	14	5
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	2	0	1
	0	0	0	0	0	0	0	0	0	2
RP11-895M11.3	1	0	4	6	5	1	1	5	2	16
	0	0	0	0	0	0	0	0	0	0
CTD-2302E22.2	0	0	0	0	0	0	0	0	0	0
	0	1	2	0	0	0	1	0	1	1
RP11-624J12.1	3	0	1	1	0	2	0	13	0	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	2	1	0	0	0	0	0
	49	1	3	1	0	11	17	39	11	12
RP11-1152H15.1	0	0	1	1	0	2	0	1	0	0
RP11-255G12.3	1	0	0	0	1	19	2	4	17	0
CTD-2555O16.1	2	2	0	0	0	0	5	1	5	2
RP11-219E7.1	6	11	8	26	30	1	28	6	3	10
CTD-3051D23.1	13	2	17	6	6	7	15	17	14	10
TRAV33	0	0	0	0	0	0	0	1	0	0
RP11-109N23.4	18	10	18	11	10	5	22	10	19	5
	0	0	0	0	0	0	0	0	0	0
RP11-408B11.2	23	1	0	26	0	34	91	120	97	225
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RNASE4	14	40	111	90	182	74	37	17	35	55
RP11-7F17.3	11	4	9	25	22	4	28	19	4	38
RP11-293M10.2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	2	0	0	1	0	0	0	5	1	0
CTD-2555O16.2	20	4	17	23	42	38	44	15	26	84
	1	0	1	1	0	0	0	3	0	1
	0	1	1	0	0	0	1	0	0	0
	0	0	1	0	0	0	0	0	0	0
	3	0	0	10	0	0	0	0	3	2
	0	0	0	0	0	0	0	1	0	0
	2	0	4	11	0	4	6	1	1	14
RP11-76E17.4	0	0	0	9	0	0	0	0	0	29
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
CTD-2566J3.1	11	0	0	4	2	0	472	3	4	3
	14	2	2	13	7	9	2	3	8	16
MC1R	161	167	521	429	447	530	377	696	506	303
	0	1	1	27	4	1	1	6	3	7
	0	0	0	0	0	0	0	0	0	0
RP11-286O18.1	0	0	0	0	0	1	0	0	0	0
RP11-259K15.2	9	27	296	81	27	2	25	11	0	5
	0	0	1	1	0	0	1	0	1	0
	1	1	3	25	6	6	7	4	3	83
CTD-2014B16.3	0	1	1	2	2	1	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-214N1.1	0	0	0	0	0	0	0	0	0	0
RP11-894P9.2	3	0	4	3	2	0	5	3	3	14
	0	0	0	0	0	0	0	1	0	2
RP11-463J10.4	1	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	0	0	0	0
	0	0	1	1	1	0	0	1	0	0
RP11-247L20.3	2	1	2	12	5	8	0	2	9	23
RP11-982M15.5	0	0	0	0	0	1	1	0	0	1
RP11-594C13.1	0	0	0	4	0	0	1	2	0	1
RP11-561B11.3	2	0	0	0	0	1	1	0	0	2
	0	0	0	0	1	0	0	0	0	0
	0	0	0	0	1	0	0	0	0	2
	0	1	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
LINC01146	5	8	2	34	12	2	29	9	0	8
RP11-816J8.1	1	0	0	3	0	0	0	2	0	0
RP11-204N11.1	0	0	0	0	0	1	1	0	0	0
	2	1	1	0	0	0	6	1	3	0
RP3-514A23.2	0	0	0	0	0	1	4	21	0	0
FDPSP3	1	0	0	0	0	2	3	0	2	2
DUXA	0	0	0	2	2	0	0	1	0	4
	0	0	0	0	0	0	0	0	0	0
	65	30	80	41	14	153	37	57	5	135
	2	0	0	2	0	0	4	0	0	5
	0	0	0	0	0	0	0	0	0	0
	1	1	4	5	1	0	2	1	0	1
	0	0	0	1	1	0	0	0	0	0
AC007040.11	8	0	8	5	3	3	3	12	6	25
	4	0	0	1	3	0	0	1	0	0
	0	0	0	0	0	0	0	3	0	5
CTD-3035D6.2	17	1	2	27	10	5	20	3	32	13
	0	0	0	0	0	0	0	0	0	1
	0	0	2	1	0	1	2	2	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-326A13.1	0	1	0	0	0	1	3	0	4	103
CEP95	683	1765	1813	2524	485	1726	998	2091	1548	3658
RP5-1021I20.5	7	1	5	8	3	0	5	11	3	19
	0	0	0	0	0	0	0	0	0	0
SETP2	0	0	0	3	0	1	0	0	2	1
	0	0	0	0	0	0	1	0	0	0
	2	0	0	60	1	3	0	0	0	0
SCOCP1	0	0	6	1	0	4	2	1	0	0
EGLN3-AS1	0	0	0	0	1	0	1	0	1	0
	0	0	0	0	0	0	0	0	0	0
HNRNPCP1	27	21	17	39	8	126	33	22	14	44
	0	0	0	0	1	0	0	0	0	2
CTD-2128A3.2	0	0	0	4	4	13	1	0	0	1
	0	0	0	0	0	0	0	0	0	0
	10	1	8	4	1	6	10	12	9	18
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	1	0	1	0	1
RP11-203M5.8	0	0	0	0	0	0	0	0	0	0
RP11-164C12.2	0	0	0	0	0	1	0	1	0	19
RP11-19E11.1	0	0	0	0	4	1	0	0	3	48
RP11-1079H9.1	0	1	0	0	0	0	1	4	0	0
RP11-260M19.2	35	0	0	5	9	0	3	3	1	4
	25	7	18	10	10	11	31	3	16	18
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	1
	2	1	2	0	0	0	5	4	3	7
RP11-219E7.4	1	0	0	0	0	5	2	0	0	2
RP11-1029J19.4	1	1	19	10	6	6	10	6	2	3
FOXN3-AS1	73	68	28	132	166	136	152	376	9	213
RP11-644F5.16	0	1	0	0	0	0	0	0	1	0
	1	7	4	1	1	1	5	6	1	12
	0	0	0	0	0	0	0	0	0	0
	2	0	0	7	0	0	2	1	0	1
NPM1P5	2	0	1	66	2	6	1	3	1	4
RP11-47I22.1	7	3	6	5	6	10	26	12	5	8
RP11-1070N10.5	80	0	0	7	0	0	6	35	0	98
RP11-463J10.2	1	0	0	1	0	0	0	1	0	0
	21	23	15	78	18	148	20	9	4	38
	1	0	0	0	0	0	2	1	0	7
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	39	32	51	14	124
RP11-991C1.1	0	0	0	0	0	1	0	0	0	0
	1	3	0	0	0	0	0	0	0	0
	2	0	0	0	0	0	1	1	0	0
RP11-317N8.5	11	3	12	22	17	117	35	42	94	69
RP11-407N17.5	25	17	16	31	33	20	30	7	31	20
RP11-407N17.3	3	0	1	4	5	0	2	1	0	4
RP11-255G12.2	1	2	0	0	2	33	2	5	14	3
RP11-696D21.2	3	3	2	4	0	7	5	4	0	5
RP4-647C14.3	10	10	15	8	1	36	23	8	10	23
RP11-497E19.2	0	1	1	1	5	6	0	1	1	0
	0	5	1	4	5	3	2	10	3	2
TUBB3	38	207	428	1999	1022	686	152	54	274	62
	0	2	0	13	0	2	0	1	2	3
RP11-857B24.5	89	0	5	2	4	6	23	6	15	556
	9	3	4	12	1	2	7	12	1	14
SALRNA1	5	218	44	5	23	6	28	1	16	11
RP11-692C24.1	0	0	0	0	0	0	0	0	0	0
LINC00519	2	5	2	14	90	153	94	244	503	38
	0	0	0	2	1	0	0	0	3	0
RP11-363J20.1	8	1	2	4	7	1	10	1	23	10
	0	0	0	0	0	0	0	0	0	0
RP11-1017G21.4	21	9	10	6	2	15	21	18	17	13
	0	2	2	40	1	2	2	4	2	5
	0	0	2	0	0	3	4	0	0	0
	0	0	1	0	0	0	0	0	0	1
	0	0	0	1	0	0	0	1	1	1
	0	0	0	5	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	2	0	5	0	0	2	1	0	2	2
	0	0	0	1	0	0	0	0	0	21
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	6
	0	0	0	0	0	0	0	0	0	0
	1	1	7	1	0	1	2	3	0	1
	0	0	0	0	0	0	0	0	0	0
CTD-2207P18.2	1	2	1	3	1	6	2	0	2	8
LINC01467	0	0	0	0	0	0	0	0	1	6
	1	0	0	0	0	0	0	2	0	0
RP11-433J8.2	0	0	0	0	0	0	0	0	0	0
	0	0	1	0	0	0	0	0	0	0
COX5AP2	0	0	0	3	0	0	0	0	0	0
RP11-638I2.4	19	1	2	4	6	4	28	0	0	41
RP11-507K2.2	5	0	1	0	0	6	2	2	0	3
UBE2F-SCLY	1	1	2	5	0	2	2	4	1	8
RP11-368P15.3	0	0	0	0	0	0	0	0	0	0
TMEM179	185	0	10	2	53	0	14	55	7	2
RP11-131H24.4	2	2	0	0	2	0	9	1	0	1
	0	1	0	12	0	0	1	0	1	7
	1	0	0	0	0	0	1	0	2	2
	0	0	0	2	0	0	1	1	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	1	8
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	1	0	0	0
RP11-398E10.1	85	0	1	2	0	0	22	1	2	278
RP11-114N19.3	5	0	4	6	5	3	7	3	4	7
DOCK11P1	5	1	0	3	0	0	2	0	1	17
RPPH1	0	1	0	1	1	0	0	0	1	0
RP11-671J11.7	0	1	0	2	0	0	0	0	3	1
AE000662.92	1	1	1	5	2	0	0	0	0	2
RP11-8L8.2	3	11	3	28	34	1	11	3	2	8
RP3-449M8.6	18	11	15	31	6	11	17	25	9	7
RP11-566K11.4	0	0	1	0	1	1	0	0	0	0
RP11-463J10.3	0	0	0	0	0	0	0	0	0	0
RP11-932A10.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	2
	0	0	1	12	0	4	1	3	3	11
RP11-2C7.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	0	0	0
	10	10	9	5	2	18	7	18	12	42
	0	0	0	0	0	0	0	0	0	0
RP11-561B11.6	0	0	1	1	0	0	1	0	0	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	10	9	16	130	36	16	13	32	46	44
	0	0	0	0	0	0	0	0	0	0
DNAJC8P1	0	1	0	41	1	1	2	1	7	3
LINC00524	0	3	34	145	14	0	0	1	2	2
TVP23C-CDRT4	6	5	5	10	24	7	16	53	11	12
	0	0	0	0	1	0	5	0	0	0
RP11-907D1.1	1	0	0	0	0	1	0	4	0	0
	0	0	0	0	1	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
FPGT-TNNI3K	7	29	82	13	4	21	29	18	13	14
CTD-2062F14.3	1	0	8	15	3	7	3	7	1	4
ENSAP2	1	4	1	151	5	8	0	4	3	18
RP11-718G2.5	26	2	0	0	0	0	6	2	0	3
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	1	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
CTD-2325P2.4	16	2	10	14	30	3	80	1	4	24
RP11-409I10.2	10	0	0	0	0	5	1	1	1	4
	10	4	3	7	35	7	16	11	5	12
	0	0	0	0	0	0	0	0	0	0
AE000661.50	0	0	0	4	5	0	12	10	11	0
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
MTCO1P2	0	3	5	28	3	14	5	7	0	9
	3	0	0	1	0	0	1	1	0	0
	0	0	0	0	0	0	1	0	0	2
	0	0	0	0	0	0	1	0	0	3
RP11-589M4.1	0	0	0	0	0	0	0	0	0	0
CHORDC2P	0	0	0	0	0	2	2	45	38	1
HNRNPUP1	0	4	3	51	4	13	4	16	5	33
AL157871.2	1	0	2	0	0	0	0	1	0	1
	0	0	0	0	0	0	0	0	0	0
AE000662.93	1	2	5	21	8	2	10	0	7	16
RP11-1140I5.1	1	0	2	0	0	0	0	0	1	0
	2	0	3	10	1	0	3	1	2	6
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	2	0	0	0	0	0	0	0	1	3
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
ACTN1-AS1	17	0	0	4	8	9	14	4	3	2
	2	0	6	1	1	0	1	0	0	0
RP5-1021I20.1	17	139	102	86	160	56	62	100	76	179
RP11-371E8.4	5	5	6	9	2	5	2	6	1	12
CTD-3051D23.3	0	0	0	2	0	0	2	0	0	2
TRAV37	0	0	0	0	0	1	0	0	0	0
RP11-597A11.6	0	0	0	0	0	0	0	1	0	0
LINC00639	20	24	2	19	24	3	26	8	2	14
RP11-247L20.4	0	0	0	0	0	0	0	0	0	0
RP11-96D24.1	1	0	0	0	4	0	1	0	0	0
FOXN3-AS2	1	0	2	0	1	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
POC1B-GALNT4	6	8	13	21	11	7	15	6	10	38
RP11-973N13.3	0	0	0	0	0	0	0	0	3	4
	0	0	0	0	1	0	0	13	0	0
	3	82	120	33	3	6	6	5	8	7
	1	0	0	13	0	0	0	2	0	3
	1	0	0	0	0	0	0	1	1	2
RP11-488C13.6	18	2	3	17	5	6	19	28	2	42
	0	0	0	1	0	1	0	0	0	0
RP11-407N17.4	10	11	5	4	4	8	11	9	10	15
	2	0	0	2	0	0	0	0	0	0
	0	0	1	63	1	2	0	3	2	3
RP11-356O9.2	0	2	6	4	22	4	18	4	6	20
CTD-2017C7.2	7	8	5	8	14	4	10	13	13	13
	0	0	0	0	0	0	0	0	0	0
SEPT7P1	0	0	2	3	0	0	3	0	1	4
LINC00517	2	0	2	1	4	0	0	2	1	5
TRAV30	7	1	0	3	3	0	2	3	1	4
RP11-1112J20.2	2	0	1	16	0	1	0	2	2	3
RP11-77A13.1	0	3	5	2	7	11	3	0	15	0
	0	0	0	0	0	1	0	0	0	0
	0	0	1	21	0	2	2	2	0	1
RP11-61O1.1	0	0	0	0	0	0	0	2	0	0
	2	1	0	1	0	0	9	0	0	71
	2	0	0	3	1	0	1	0	0	0
	3	3	3	16	5	6	3	7	6	12
SMARCE1P3	0	0	0	15	0	0	0	0	1	0
RP11-270M14.4	1	0	1	0	0	0	1	1	0	2
PTCSC3	6	4	117	18	11	2	9	2	4	1
	0	0	0	13	0	0	0	1	0	3
	3	0	0	0	0	0	0	2	3	0
LINC00911	0	0	0	9	0	8	0	0	0	1
	0	0	0	1	0	0	0	0	0	0
	2	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	0	0	0
NDUFC2-KCTD14	0	0	0	0	0	0	0	0	0	0
RP11-406H23.2	2	0	0	0	0	0	3	2	5	11
	0	0	0	0	3	1	0	3	0	0
RP11-973N13.4	11	5	37	6	0	9	13	15	10	32
	0	0	0	0	0	0	0	0	0	0
RP11-840I19.3	4	4	4	1	5	4	13	11	8	24
RP11-1127D7.1	0	0	0	1	0	2	0	0	1	1
SMIM6	94	108	231	31	155	8	31	24	1	14
	0	0	1	3	1	0	2	0	1	33
	0	0	0	0	2	0	0	0	0	0
RP11-76E17.2	0	0	0	0	0	0	0	0	0	1
RP11-187O7.3	8	1	1	1	3	0	18	3	5	8
LRP1-AS	1	0	0	1	2	2	1	3	2	5
RP11-99L13.2	2	0	1	2	0	0	6	0	0	22
LINC00648	2	50	2	83	0	1	69	221	0	57
	2	0	0	1	6	2	3	0	1	4
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	3	6	3
LINC00924	7	4	1	64	192	7	86	14	8	7
RP11-671J11.4	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	0	3	2	159	2	0	3	6	6	10
RP11-950C14.7	8	2	4	3	3	1	6	9	7	15
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RANBP20P	21	2	2	43	1	0	0	1	0	0
RP1-261D10.2	57	15	22	75	87	15	28	19	11	29
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0	1	1	0	0
CAP2P1	11	1	4	3	2	31	12	37	17	6
	0	0	0	0	0	0	0	2	0	1
RP6-65G23.3	145	41	243	419	187	43	80	109	92	126
	0	0	0	0	0	0	0	0	0	0
	2	0	0	4	0	6	8	4	2	13
	0	0	0	3	0	0	2	1	0	0
	0	0	0	0	0	0	0	0	4	0
ADAM20P1	31	9	30	5	0	56	177	17	32	113
	0	3	0	5	25	0	2	1	8	2
	0	0	0	1	0	1	0	0	0	0
	1	0	0	2	0	0	0	0	0	1
	2	6	0	0	2	1	3	11	0	1
RP11-1078H9.5	6	0	1	3	3	0	2	2	0	5
RP11-463C8.4	0	0	0	0	0	0	0	0	0	1
	11	3	2	17	2	6	7	2	3	6
RP11-1029J19.2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	1	0	0
	0	0	0	7	7	2	0	0	0	2
	0	0	0	0	0	0	0	0	0	0
	2	1	14	9	26	10	7	2	3	6
RP11-299G20.2	23	3	32	9	16	8	62	47	61	145
	0	0	0	0	0	0	0	0	0	0
RP11-379K22.2	0	1	1	0	1	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	1	1	1	0	0	0	1	0	0	0
CTD-2184D3.3	0	0	0	0	0	71	5	11	55	26
	0	0	0	1	0	0	1	0	0	0
RP11-420M1.2	0	0	0	0	0	0	0	0	0	0
RP11-463I20.3	0	0	1	1	0	0	0	0	1	1
RP11-424I19.2	15	4	7	8	17	4	13	8	4	12
	0	0	0	0	0	0	0	1	0	0
RP11-56B16.4	0	0	0	0	0	0	0	0	0	0
	1	0	0	0	1	0	2	2	0	3
	0	0	0	0	0	0	0	0	0	0
CTD-2647E9.3	0	0	2	0	6	0	1	1	0	0
	1	0	0	0	0	0	1	2	1	9
	1	1	2	3	1	0	1	1	0	2
	2	0	0	0	0	1	0	0	0	0
	1	0	1	0	0	1	0	3	3	1
HMBOX1-IT1	0	0	0	1	0	0	0	0	0	0
RP11-133K1.6	0	0	0	1	0	1	0	0	0	2
	0	0	0	0	0	0	0	3	0	1
RP11-718O11.1	0	0	2	2	5	0	1	2	0	1
